AGPORTID,COUNTRY,State,County Name,"County Name, State",FMRe Exposed TIV by company & county,Company Name
17,US,IN,JASPER COUNTY,"IN, JASPER COUNTY","2,900",Celina
17,US,IN,JAY COUNTY,"IN, JAY COUNTY","16,812",Celina
17,US,IA,JEFFERSON COUNTY,"IA, JEFFERSON COUNTY","2,598",Celina
17,US,IN,JEFFERSON COUNTY,"IN, JEFFERSON COUNTY",528,Celina
17,US,KY,JEFFERSON COUNTY,"KY, JEFFERSON COUNTY",316,Celina
17,US,OH,JEFFERSON COUNTY,"OH, JEFFERSON COUNTY",361,Celina
17,US,TN,JEFFERSON COUNTY,"TN, JEFFERSON COUNTY","4,915",Celina
17,US,WV,JEFFERSON COUNTY,"WV, JEFFERSON COUNTY",588,Celina
17,US,IN,JENNINGS COUNTY,"IN, JENNINGS COUNTY",829,Celina
17,US,KY,JESSAMINE COUNTY,"KY, JESSAMINE COUNTY",175,Celina
17,US,IA,JOHNSON COUNTY,"IA, JOHNSON COUNTY","16,558",Celina
17,US,IN,JOHNSON COUNTY,"IN, JOHNSON COUNTY","10,012",Celina
17,US,KY,JOHNSON COUNTY,"KY, JOHNSON COUNTY",36,Celina
17,US,TN,JOHNSON COUNTY,"TN, JOHNSON COUNTY",350,Celina
17,US,IA,JONES COUNTY,"IA, JONES COUNTY",672,Celina
17,US,WV,KANAWHA COUNTY,"WV, KANAWHA COUNTY","1,495",Celina
17,US,IA,KEOKUK COUNTY,"IA, KEOKUK COUNTY","3,091",Celina
17,US,IN,KNOX COUNTY,"IN, KNOX COUNTY","9,919",Celina
17,US,KY,KNOX COUNTY,"KY, KNOX COUNTY",324,Celina
17,US,OH,KNOX COUNTY,"OH, KNOX COUNTY","4,612",Celina
17,US,TN,KNOX COUNTY,"TN, KNOX COUNTY","47,824",Celina
17,US,IN,KOSCIUSKO COUNTY,"IN, KOSCIUSKO COUNTY","69,530",Celina
17,US,IA,KOSSUTH COUNTY,"IA, KOSSUTH COUNTY",924,Celina
17,US,IN,LAGRANGE COUNTY,"IN, LAGRANGE COUNTY","13,261",Celina
17,US,IN,LAKE COUNTY,"IN, LAKE COUNTY","10,569",Celina
17,US,OH,LAKE COUNTY,"OH, LAKE COUNTY","4,821",Celina
17,US,IN,LAPORTE COUNTY,"IN, LAPORTE COUNTY","64,897",Celina
17,US,KY,LARUE COUNTY,"KY, LARUE COUNTY","1,274",Celina
17,US,KY,LAUREL COUNTY,"KY, LAUREL COUNTY","1,993",Celina
17,US,IN,LAWRENCE COUNTY,"IN, LAWRENCE COUNTY","12,923",Celina
17,US,KY,LAWRENCE COUNTY,"KY, LAWRENCE COUNTY",168,Celina
17,US,OH,LAWRENCE COUNTY,"OH, LAWRENCE COUNTY","8,994",Celina
17,US,TN,LAWRENCE COUNTY,"TN, LAWRENCE COUNTY","29,604",Celina
17,US,IA,LEE COUNTY,"IA, LEE COUNTY","7,027",Celina
17,US,KY,LEE COUNTY,"KY, LEE COUNTY",141,Celina
17,US,KY,LEWIS COUNTY,"KY, LEWIS COUNTY",1,Celina
17,US,TN,LEWIS COUNTY,"TN, LEWIS COUNTY","4,123",Celina
17,US,WV,LEWIS COUNTY,"WV, LEWIS COUNTY","3,331",Celina
17,US,OH,LICKING COUNTY,"OH, LICKING COUNTY","11,642",Celina
17,US,KY,LINCOLN COUNTY,"KY, LINCOLN COUNTY",688,Celina
17,US,TN,LINCOLN COUNTY,"TN, LINCOLN COUNTY","21,745",Celina
17,US,WV,LINCOLN COUNTY,"WV, LINCOLN COUNTY","1,733",Celina
17,US,IA,LINN COUNTY,"IA, LINN COUNTY","56,121",Celina
17,US,KY,LIVINGSTON COUNTY,"KY, LIVINGSTON COUNTY",43,Celina
17,US,KY,LOGAN COUNTY,"KY, LOGAN COUNTY","6,889",Celina
17,US,OH,LOGAN COUNTY,"OH, LOGAN COUNTY","22,802",Celina
17,US,WV,LOGAN COUNTY,"WV, LOGAN COUNTY",421,Celina
17,US,OH,LORAIN COUNTY,"OH, LORAIN COUNTY","13,030",Celina
17,US,TN,LOUDON COUNTY,"TN, LOUDON COUNTY","4,932",Celina
17,US,IA,LOUISA COUNTY,"IA, LOUISA COUNTY","5,798",Celina
17,US,IA,LUCAS COUNTY,"IA, LUCAS COUNTY",859,Celina
17,US,OH,LUCAS COUNTY,"OH, LUCAS COUNTY","36,136",Celina
17,US,IA,LYON COUNTY,"IA, LYON COUNTY",144,Celina
17,US,KY,LYON COUNTY,"KY, LYON COUNTY",402,Celina
17,US,TN,MACON COUNTY,"TN, MACON COUNTY","2,671",Celina
17,US,IA,MADISON COUNTY,"IA, MADISON COUNTY","2,917",Celina
17,US,IN,MADISON COUNTY,"IN, MADISON COUNTY","40,655",Celina
17,US,KY,MADISON COUNTY,"KY, MADISON COUNTY","2,463",Celina
17,US,OH,MADISON COUNTY,"OH, MADISON COUNTY","4,948",Celina
17,US,TN,MADISON COUNTY,"TN, MADISON COUNTY",71,Celina
17,US,KY,MAGOFFIN COUNTY,"KY, MAGOFFIN COUNTY",215,Celina
17,US,IA,MAHASKA COUNTY,"IA, MAHASKA COUNTY","2,094",Celina
17,US,OH,MAHONING COUNTY,"OH, MAHONING COUNTY","15,738",Celina
17,US,IA,MARION COUNTY,"IA, MARION COUNTY","1,205",Celina
17,US,IN,MARION COUNTY,"IN, MARION COUNTY","30,841",Celina
17,US,KY,MARION COUNTY,"KY, MARION COUNTY","6,573",Celina
17,US,OH,MARION COUNTY,"OH, MARION COUNTY","24,652",Celina
17,US,TN,MARION COUNTY,"TN, MARION COUNTY","1,360",Celina
17,US,WV,MARION COUNTY,"WV, MARION COUNTY","1,046",Celina
17,US,IA,MARSHALL COUNTY,"IA, MARSHALL COUNTY","7,204",Celina
17,US,IN,MARSHALL COUNTY,"IN, MARSHALL COUNTY","11,087",Celina
17,US,KY,MARSHALL COUNTY,"KY, MARSHALL COUNTY","1,243",Celina
17,US,TN,MARSHALL COUNTY,"TN, MARSHALL COUNTY","1,315",Celina
17,US,WV,MARSHALL COUNTY,"WV, MARSHALL COUNTY",400,Celina
17,US,IN,MARTIN COUNTY,"IN, MARTIN COUNTY",451,Celina
17,US,WV,MASON COUNTY,"WV, MASON COUNTY","8,473",Celina
17,US,TN,MAURY COUNTY,"TN, MAURY COUNTY","6,592",Celina
17,US,KY,MCCRACKEN COUNTY,"KY, MCCRACKEN COUNTY",644,Celina
17,US,KY,MCCREARY COUNTY,"KY, MCCREARY COUNTY",409,Celina
17,US,WV,MCDOWELL COUNTY,"WV, MCDOWELL COUNTY",79,Celina
17,US,TN,MCMINN COUNTY,"TN, MCMINN COUNTY","8,629",Celina
17,US,TN,MCNAIRY COUNTY,"TN, MCNAIRY COUNTY",180,Celina
17,US,KY,MEADE COUNTY,"KY, MEADE COUNTY",76,Celina
17,US,OH,MEDINA COUNTY,"OH, MEDINA COUNTY","7,466",Celina
17,US,OH,MEIGS COUNTY,"OH, MEIGS COUNTY","5,078",Celina
17,US,TN,MEIGS COUNTY,"TN, MEIGS COUNTY","2,521",Celina
17,US,KY,MENIFEE COUNTY,"KY, MENIFEE COUNTY",77,Celina
17,US,KY,MERCER COUNTY,"KY, MERCER COUNTY",320,Celina
17,US,OH,MERCER COUNTY,"OH, MERCER COUNTY","95,044",Celina
17,US,WV,MERCER COUNTY,"WV, MERCER COUNTY","1,065",Celina
17,US,KY,METCALFE COUNTY,"KY, METCALFE COUNTY",306,Celina
17,US,IN,MIAMI COUNTY,"IN, MIAMI COUNTY","22,356",Celina
17,US,OH,MIAMI COUNTY,"OH, MIAMI COUNTY","44,469",Celina
17,US,IA,MILLS COUNTY,"IA, MILLS COUNTY",610,Celina
17,US,WV,MINERAL COUNTY,"WV, MINERAL COUNTY","4,045",Celina
17,US,WV,MINGO COUNTY,"WV, MINGO COUNTY",80,Celina
17,US,IA,MITCHELL COUNTY,"IA, MITCHELL COUNTY","4,581",Celina
17,US,IA,MONONA COUNTY,"IA, MONONA COUNTY","2,918",Celina
17,US,WV,MONONGALIA COUNTY,"WV, MONONGALIA COUNTY","1,205",Celina
17,US,IA,MONROE COUNTY,"IA, MONROE COUNTY",403,Celina
17,US,IN,MONROE COUNTY,"IN, MONROE COUNTY","7,975",Celina
17,US,KY,MONROE COUNTY,"KY, MONROE COUNTY",85,Celina
17,US,OH,MONROE COUNTY,"OH, MONROE COUNTY",318,Celina
17,US,TN,MONROE COUNTY,"TN, MONROE COUNTY","10,069",Celina
17,US,WV,MONROE COUNTY,"WV, MONROE COUNTY","2,700",Celina
17,US,IA,MONTGOMERY COUNTY,"IA, MONTGOMERY COUNTY","10,686",Celina
17,US,IN,MONTGOMERY COUNTY,"IN, MONTGOMERY COUNTY","6,823",Celina
17,US,KY,MONTGOMERY COUNTY,"KY, MONTGOMERY COUNTY",165,Celina
17,US,OH,MONTGOMERY COUNTY,"OH, MONTGOMERY COUNTY","67,691",Celina
17,US,TN,MONTGOMERY COUNTY,"TN, MONTGOMERY COUNTY","7,111",Celina
17,US,TN,MOORE COUNTY,"TN, MOORE COUNTY",447,Celina
17,US,IN,MORGAN COUNTY,"IN, MORGAN COUNTY","15,091",Celina
17,US,KY,MORGAN COUNTY,"KY, MORGAN COUNTY",19,Celina
17,US,OH,MORGAN COUNTY,"OH, MORGAN COUNTY",272,Celina
17,US,TN,MORGAN COUNTY,"TN, MORGAN COUNTY",939,Celina
17,US,WV,MORGAN COUNTY,"WV, MORGAN COUNTY","3,622",Celina
17,US,OH,MORROW COUNTY,"OH, MORROW COUNTY","11,738",Celina
17,US,KY,MUHLENBERG COUNTY,"KY, MUHLENBERG COUNTY",736,Celina
17,US,IA,MUSCATINE COUNTY,"IA, MUSCATINE COUNTY","13,022",Celina
17,US,OH,MUSKINGUM COUNTY,"OH, MUSKINGUM COUNTY","10,916",Celina
17,US,KY,NELSON COUNTY,"KY, NELSON COUNTY","9,930",Celina
17,US,IN,NEWTON COUNTY,"IN, NEWTON COUNTY","7,000",Celina
17,US,KY,NICHOLAS COUNTY,"KY, NICHOLAS COUNTY",29,Celina
17,US,WV,NICHOLAS COUNTY,"WV, NICHOLAS COUNTY",882,Celina
17,US,IN,NOBLE COUNTY,"IN, NOBLE COUNTY","36,164",Celina
17,US,OH,NOBLE COUNTY,"OH, NOBLE COUNTY","1,562",Celina
17,US,IA,O'BRIEN COUNTY,"IA, O'BRIEN COUNTY",3,Celina
17,US,IN,OHIO COUNTY,"IN, OHIO COUNTY","1,123",Celina
17,US,KY,OHIO COUNTY,"KY, OHIO COUNTY",376,Celina
17,US,WV,OHIO COUNTY,"WV, OHIO COUNTY",66,Celina
17,US,KY,OLDHAM COUNTY,"KY, OLDHAM COUNTY",200,Celina
17,US,IN,ORANGE COUNTY,"IN, ORANGE COUNTY","5,083",Celina
17,US,IA,OSCEOLA COUNTY,"IA, OSCEOLA COUNTY","2,028",Celina
17,US,OH,OTTAWA COUNTY,"OH, OTTAWA COUNTY","14,309",Celina
17,US,TN,OVERTON COUNTY,"TN, OVERTON COUNTY","3,151",Celina
17,US,IN,OWEN COUNTY,"IN, OWEN COUNTY",859,Celina
17,US,IA,PAGE COUNTY,"IA, PAGE COUNTY","9,721",Celina
17,US,IA,PALO ALTO COUNTY,"IA, PALO ALTO COUNTY",395,Celina
17,US,IN,PARKE COUNTY,"IN, PARKE COUNTY",931,Celina
17,US,OH,PAULDING COUNTY,"OH, PAULDING COUNTY","5,064",Celina
17,US,KY,PENDLETON COUNTY,"KY, PENDLETON COUNTY",135,Celina
17,US,WV,PENDLETON COUNTY,"WV, PENDLETON COUNTY","3,193",Celina
17,US,IN,PERRY COUNTY,"IN, PERRY COUNTY",437,Celina
17,US,OH,PERRY COUNTY,"OH, PERRY COUNTY","2,532",Celina
17,US,TN,PERRY COUNTY,"TN, PERRY COUNTY",373,Celina
17,US,OH,PICKAWAY COUNTY,"OH, PICKAWAY COUNTY","32,472",Celina
17,US,TN,PICKETT COUNTY,"TN, PICKETT COUNTY","2,799",Celina
17,US,IN,PIKE COUNTY,"IN, PIKE COUNTY",457,Celina
17,US,OH,PIKE COUNTY,"OH, PIKE COUNTY","6,164",Celina
17,US,WV,PLEASANTS COUNTY,"WV, PLEASANTS COUNTY","1,163",Celina
17,US,IA,PLYMOUTH COUNTY,"IA, PLYMOUTH COUNTY","3,320",Celina
17,US,IA,POCAHONTAS COUNTY,"IA, POCAHONTAS COUNTY",114,Celina
17,US,WV,POCAHONTAS COUNTY,"WV, POCAHONTAS COUNTY",870,Celina
17,US,IA,POLK COUNTY,"IA, POLK COUNTY","139,626",Celina
17,US,TN,POLK COUNTY,"TN, POLK COUNTY","1,467",Celina
17,US,OH,PORTAGE COUNTY,"OH, PORTAGE COUNTY","9,954",Celina
17,US,IN,PORTER COUNTY,"IN, PORTER COUNTY","19,025",Celina
17,US,IN,POSEY COUNTY,"IN, POSEY COUNTY",2,Celina
17,US,IA,POTTAWATTAMIE COUNTY,"IA, POTTAWATTAMIE COUNTY","6,279",Celina
17,US,KY,POWELL COUNTY,"KY, POWELL COUNTY","1,092",Celina
17,US,IA,POWESHIEK COUNTY,"IA, POWESHIEK COUNTY","2,145",Celina
17,US,OH,PREBLE COUNTY,"OH, PREBLE COUNTY","29,748",Celina
17,US,WV,PRESTON COUNTY,"WV, PRESTON COUNTY","5,775",Celina
17,US,IN,PULASKI COUNTY,"IN, PULASKI COUNTY","1,293",Celina
17,US,KY,PULASKI COUNTY,"KY, PULASKI COUNTY","4,716",Celina
17,US,IN,PUTNAM COUNTY,"IN, PUTNAM COUNTY","1,345",Celina
17,US,OH,PUTNAM COUNTY,"OH, PUTNAM COUNTY","35,589",Celina
17,US,TN,PUTNAM COUNTY,"TN, PUTNAM COUNTY","6,240",Celina
17,US,WV,PUTNAM COUNTY,"WV, PUTNAM COUNTY","5,713",Celina
17,US,WV,RALEIGH COUNTY,"WV, RALEIGH COUNTY","2,071",Celina
17,US,IN,RANDOLPH COUNTY,"IN, RANDOLPH COUNTY","3,890",Celina
17,US,WV,RANDOLPH COUNTY,"WV, RANDOLPH COUNTY","2,690",Celina
17,US,TN,RHEA COUNTY,"TN, RHEA COUNTY","1,015",Celina
17,US,OH,RICHLAND COUNTY,"OH, RICHLAND COUNTY","40,170",Celina
17,US,IA,RINGGOLD COUNTY,"IA, RINGGOLD COUNTY","1,344",Celina
17,US,IN,RIPLEY COUNTY,"IN, RIPLEY COUNTY","8,906",Celina
17,US,WV,RITCHIE COUNTY,"WV, RITCHIE COUNTY",773,Celina
17,US,TN,ROANE COUNTY,"TN, ROANE COUNTY","19,995",Celina
17,US,WV,ROANE COUNTY,"WV, ROANE COUNTY","3,013",Celina
17,US,TN,ROBERTSON COUNTY,"TN, ROBERTSON COUNTY","24,337",Celina
17,US,KY,ROCKCASTLE COUNTY,"KY, ROCKCASTLE COUNTY",406,Celina
17,US,OH,ROSS COUNTY,"OH, ROSS COUNTY","20,123",Celina
17,US,KY,ROWAN COUNTY,"KY, ROWAN COUNTY",8,Celina
17,US,IN,RUSH COUNTY,"IN, RUSH COUNTY","12,172",Celina
17,US,KY,RUSSELL COUNTY,"KY, RUSSELL COUNTY","1,175",Celina
17,US,TN,RUTHERFORD COUNTY,"TN, RUTHERFORD COUNTY","10,984",Celina
17,US,IA,SAC COUNTY,"IA, SAC COUNTY",441,Celina
17,US,OH,SANDUSKY COUNTY,"OH, SANDUSKY COUNTY","10,057",Celina
17,US,OH,SCIOTO COUNTY,"OH, SCIOTO COUNTY","24,315",Celina
17,US,IA,SCOTT COUNTY,"IA, SCOTT COUNTY","68,175",Celina
17,US,IN,SCOTT COUNTY,"IN, SCOTT COUNTY",358,Celina
17,US,KY,SCOTT COUNTY,"KY, SCOTT COUNTY",60,Celina
17,US,TN,SCOTT COUNTY,"TN, SCOTT COUNTY","4,194",Celina
17,US,OH,SENECA COUNTY,"OH, SENECA COUNTY","59,717",Celina
17,US,TN,SEQUATCHIE COUNTY,"TN, SEQUATCHIE COUNTY",603,Celina
17,US,TN,SEVIER COUNTY,"TN, SEVIER COUNTY","18,546",Celina
17,US,IA,SHELBY COUNTY,"IA, SHELBY COUNTY",447,Celina
17,US,IN,SHELBY COUNTY,"IN, SHELBY COUNTY","3,638",Celina
17,US,KY,SHELBY COUNTY,"KY, SHELBY COUNTY",571,Celina
17,US,OH,SHELBY COUNTY,"OH, SHELBY COUNTY","47,887",Celina
17,US,TN,SHELBY COUNTY,"TN, SHELBY COUNTY",528,Celina
17,US,KY,SIMPSON COUNTY,"KY, SIMPSON COUNTY",739,Celina
17,US,IA,SIOUX COUNTY,"IA, SIOUX COUNTY",132,Celina
17,US,TN,SMITH COUNTY,"TN, SMITH COUNTY",746,Celina
17,US,IN,SPENCER COUNTY,"IN, SPENCER COUNTY",333,Celina
17,US,KY,SPENCER COUNTY,"KY, SPENCER COUNTY",608,Celina
17,US,IN,ST. JOSEPH COUNTY,"IN, ST. JOSEPH COUNTY","45,149",Celina
17,US,OH,STARK COUNTY,"OH, STARK COUNTY","10,536",Celina
17,US,IN,STARKE COUNTY,"IN, STARKE COUNTY","3,916",Celina
17,US,IN,STEUBEN COUNTY,"IN, STEUBEN COUNTY","14,525",Celina
17,US,TN,STEWART COUNTY,"TN, STEWART COUNTY",220,Celina
17,US,IA,STORY COUNTY,"IA, STORY COUNTY","24,798",Celina
17,US,IN,SULLIVAN COUNTY,"IN, SULLIVAN COUNTY",475,Celina
17,US,TN,SULLIVAN COUNTY,"TN, SULLIVAN COUNTY","11,455",Celina
17,US,WV,SUMMERS COUNTY,"WV, SUMMERS COUNTY","1,624",Celina
17,US,OH,SUMMIT COUNTY,"OH, SUMMIT COUNTY","14,805",Celina
17,US,TN,SUMNER COUNTY,"TN, SUMNER COUNTY","27,488",Celina
17,US,IN,SWITZERLAND COUNTY,"IN, SWITZERLAND COUNTY",261,Celina
17,US,IA,TAMA COUNTY,"IA, TAMA COUNTY","1,257",Celina
17,US,IA,TAYLOR COUNTY,"IA, TAYLOR COUNTY","1,523",Celina
17,US,KY,TAYLOR COUNTY,"KY, TAYLOR COUNTY",511,Celina
17,US,WV,TAYLOR COUNTY,"WV, TAYLOR COUNTY","1,558",Celina
17,US,IN,TIPPECANOE COUNTY,"IN, TIPPECANOE COUNTY","48,877",Celina
17,US,IN,TIPTON COUNTY,"IN, TIPTON COUNTY","12,159",Celina
17,US,TN,TIPTON COUNTY,"TN, TIPTON COUNTY",242,Celina
17,US,KY,TODD COUNTY,"KY, TODD COUNTY","1,114",Celina
17,US,KY,TRIGG COUNTY,"KY, TRIGG COUNTY",137,Celina
17,US,KY,TRIMBLE COUNTY,"KY, TRIMBLE COUNTY",408,Celina
17,US,TN,TROUSDALE COUNTY,"TN, TROUSDALE COUNTY","1,537",Celina
17,US,OH,TRUMBULL COUNTY,"OH, TRUMBULL COUNTY","21,658",Celina
17,US,WV,TUCKER COUNTY,"WV, TUCKER COUNTY","2,001",Celina
17,US,OH,TUSCARAWAS COUNTY,"OH, TUSCARAWAS COUNTY","3,238",Celina
17,US,WV,TYLER COUNTY,"WV, TYLER COUNTY","1,464",Celina
17,US,TN,UNICOI COUNTY,"TN, UNICOI COUNTY",266,Celina
17,US,IA,UNION COUNTY,"IA, UNION COUNTY",408,Celina
17,US,IN,UNION COUNTY,"IN, UNION COUNTY","2,930",Celina
17,US,KY,UNION COUNTY,"KY, UNION COUNTY",180,Celina
17,US,OH,UNION COUNTY,"OH, UNION COUNTY","12,720",Celina
17,US,TN,UNION COUNTY,"TN, UNION COUNTY","1,075",Celina
17,US,WV,UPSHUR COUNTY,"WV, UPSHUR COUNTY","2,349",Celina
17,US,IA,VAN BUREN COUNTY,"IA, VAN BUREN COUNTY",693,Celina
17,US,TN,VAN BUREN COUNTY,"TN, VAN BUREN COUNTY",321,Celina
17,US,OH,VAN WERT COUNTY,"OH, VAN WERT COUNTY","19,164",Celina
17,US,IN,VANDERBURGH COUNTY,"IN, VANDERBURGH COUNTY","1,094",Celina
17,US,IN,VERMILLION COUNTY,"IN, VERMILLION COUNTY",475,Celina
17,US,IN,VIGO COUNTY,"IN, VIGO COUNTY","10,099",Celina
17,US,OH,VINTON COUNTY,"OH, VINTON COUNTY",776,Celina
17,US,IN,WABASH COUNTY,"IN, WABASH COUNTY","11,469",Celina
17,US,IA,WAPELLO COUNTY,"IA, WAPELLO COUNTY",627,Celina
17,US,IA,WARREN COUNTY,"IA, WARREN COUNTY","11,539",Celina
17,US,IN,WARREN COUNTY,"IN, WARREN COUNTY",735,Celina
17,US,KY,WARREN COUNTY,"KY, WARREN COUNTY","1,962",Celina
17,US,OH,WARREN COUNTY,"OH, WARREN COUNTY","18,528",Celina
17,US,TN,WARREN COUNTY,"TN, WARREN COUNTY","12,045",Celina
17,US,IN,WARRICK COUNTY,"IN, WARRICK COUNTY",225,Celina
17,US,IA,WASHINGTON COUNTY,"IA, WASHINGTON COUNTY","11,491",Celina
17,US,IN,WASHINGTON COUNTY,"IN, WASHINGTON COUNTY",219,Celina
17,US,KY,WASHINGTON COUNTY,"KY, WASHINGTON COUNTY","3,703",Celina
17,US,OH,WASHINGTON COUNTY,"OH, WASHINGTON COUNTY","4,415",Celina
17,US,TN,WASHINGTON COUNTY,"TN, WASHINGTON COUNTY","10,832",Celina
17,US,IA,WAYNE COUNTY,"IA, WAYNE COUNTY",507,Celina
17,US,IN,WAYNE COUNTY,"IN, WAYNE COUNTY","45,548",Celina
17,US,KY,WAYNE COUNTY,"KY, WAYNE COUNTY","1,490",Celina
17,US,OH,WAYNE COUNTY,"OH, WAYNE COUNTY","2,303",Celina
17,US,TN,WAYNE COUNTY,"TN, WAYNE COUNTY","8,196",Celina
17,US,WV,WAYNE COUNTY,"WV, WAYNE COUNTY","6,429",Celina
17,US,TN,WEAKLEY COUNTY,"TN, WEAKLEY COUNTY",32,Celina
17,US,IA,WEBSTER COUNTY,"IA, WEBSTER COUNTY","1,685",Celina
17,US,KY,WEBSTER COUNTY,"KY, WEBSTER COUNTY",266,Celina
17,US,WV,WEBSTER COUNTY,"WV, WEBSTER COUNTY",319,Celina
17,US,IN,WELLS COUNTY,"IN, WELLS COUNTY","12,456",Celina
17,US,WV,WETZEL COUNTY,"WV, WETZEL COUNTY",842,Celina
17,US,IN,WHITE COUNTY,"IN, WHITE COUNTY","19,318",Celina
17,US,TN,WHITE COUNTY,"TN, WHITE COUNTY","4,411",Celina
17,US,IN,WHITLEY COUNTY,"IN, WHITLEY COUNTY","31,360",Celina
17,US,KY,WHITLEY COUNTY,"KY, WHITLEY COUNTY",194,Celina
17,US,OH,WILLIAMS COUNTY,"OH, WILLIAMS COUNTY","4,291",Celina
17,US,TN,WILLIAMSON COUNTY,"TN, WILLIAMSON COUNTY","7,498",Celina
17,US,TN,WILSON COUNTY,"TN, WILSON COUNTY","8,127",Celina
17,US,IA,WINNEBAGO COUNTY,"IA, WINNEBAGO COUNTY",213,Celina
17,US,IA,WINNESHIEK COUNTY,"IA, WINNESHIEK COUNTY","3,012",Celina
17,US,WV,WIRT COUNTY,"WV, WIRT COUNTY",455,Celina
17,US,KY,WOLFE COUNTY,"KY, WOLFE COUNTY",157,Celina
17,US,OH,WOOD COUNTY,"OH, WOOD COUNTY","54,266",Celina
17,US,WV,WOOD COUNTY,"WV, WOOD COUNTY","1,635",Celina
17,US,IA,WOODBURY COUNTY,"IA, WOODBURY COUNTY","9,199",Celina
17,US,KY,WOODFORD COUNTY,"KY, WOODFORD COUNTY",801,Celina
17,US,IA,WORTH COUNTY,"IA, WORTH COUNTY",246,Celina
17,US,IA,WRIGHT COUNTY,"IA, WRIGHT COUNTY",678,Celina
17,US,OH,WYANDOT COUNTY,"OH, WYANDOT COUNTY","10,784",Celina
17,US,WV,WYOMING COUNTY,"WV, WYOMING COUNTY",242,Celina
19,US,PA,ADAMS COUNTY,"PA, ADAMS COUNTY","8,311",Church
19,US,PA,ALLEGHENY COUNTY,"PA, ALLEGHENY COUNTY","316,388",Church
19,US,PA,ARMSTRONG COUNTY,"PA, ARMSTRONG COUNTY","21,110",Church
19,US,PA,BEAVER COUNTY,"PA, BEAVER COUNTY","54,758",Church
19,US,PA,BEDFORD COUNTY,"PA, BEDFORD COUNTY","25,840",Church
19,US,PA,BERKS COUNTY,"PA, BERKS COUNTY","228,424",Church
19,US,PA,BLAIR COUNTY,"PA, BLAIR COUNTY","64,284",Church
19,US,PA,BRADFORD COUNTY,"PA, BRADFORD COUNTY","27,120",Church
19,US,PA,BUCKS COUNTY,"PA, BUCKS COUNTY","182,776",Church
19,US,PA,BUTLER COUNTY,"PA, BUTLER COUNTY","67,868",Church
19,US,PA,CAMBRIA COUNTY,"PA, CAMBRIA COUNTY","51,498",Church
19,US,PA,CAMERON COUNTY,"PA, CAMERON COUNTY","3,667",Church
19,US,PA,CARBON COUNTY,"PA, CARBON COUNTY","29,432",Church
19,US,PA,CENTRE COUNTY,"PA, CENTRE COUNTY",45,Church
19,US,PA,CHESTER COUNTY,"PA, CHESTER COUNTY","159,424",Church
19,US,PA,CLARION COUNTY,"PA, CLARION COUNTY","5,130",Church
19,US,PA,CLEARFIELD COUNTY,"PA, CLEARFIELD COUNTY","29,702",Church
19,US,PA,CLINTON COUNTY,"PA, CLINTON COUNTY",807,Church
19,US,PA,COLUMBIA COUNTY,"PA, COLUMBIA COUNTY","21,517",Church
19,US,PA,CRAWFORD COUNTY,"PA, CRAWFORD COUNTY","26,990",Church
19,US,PA,CUMBERLAND COUNTY,"PA, CUMBERLAND COUNTY","55,986",Church
19,US,PA,DAUPHIN COUNTY,"PA, DAUPHIN COUNTY","77,380",Church
19,US,PA,DELAWARE COUNTY,"PA, DELAWARE COUNTY","295,588",Church
19,US,PA,ELK COUNTY,"PA, ELK COUNTY","3,566",Church
19,US,PA,ERIE COUNTY,"PA, ERIE COUNTY","16,661",Church
19,US,PA,FAYETTE COUNTY,"PA, FAYETTE COUNTY","33,381",Church
19,US,PA,FOREST COUNTY,"PA, FOREST COUNTY","3,222",Church
19,US,PA,FRANKLIN COUNTY,"PA, FRANKLIN COUNTY","63,361",Church
19,US,PA,FULTON COUNTY,"PA, FULTON COUNTY","6,783",Church
19,US,PA,GREENE COUNTY,"PA, GREENE COUNTY","15,744",Church
19,US,PA,HUNTINGDON COUNTY,"PA, HUNTINGDON COUNTY","20,952",Church
19,US,PA,INDIANA COUNTY,"PA, INDIANA COUNTY","32,479",Church
19,US,PA,JEFFERSON COUNTY,"PA, JEFFERSON COUNTY","8,686",Church
19,US,PA,JUNIATA COUNTY,"PA, JUNIATA COUNTY",88,Church
19,US,PA,LACKAWANNA COUNTY,"PA, LACKAWANNA COUNTY","75,556",Church
19,US,PA,LANCASTER COUNTY,"PA, LANCASTER COUNTY","48,440",Church
19,US,PA,LAWRENCE COUNTY,"PA, LAWRENCE COUNTY","12,548",Church
19,US,PA,LEBANON COUNTY,"PA, LEBANON COUNTY","35,062",Church
19,US,PA,LEHIGH COUNTY,"PA, LEHIGH COUNTY","94,097",Church
19,US,PA,LUZERNE COUNTY,"PA, LUZERNE COUNTY","29,420",Church
19,US,PA,LYCOMING COUNTY,"PA, LYCOMING COUNTY","26,620",Church
19,US,WI,MARATHON COUNTY,"WI, MARATHON COUNTY","34,830",Church
19,US,PA,MCKEAN COUNTY,"PA, MCKEAN COUNTY","5,279",Church
19,US,PA,MERCER COUNTY,"PA, MERCER COUNTY","14,861",Church
19,US,PA,MIFFLIN COUNTY,"PA, MIFFLIN COUNTY","20,804",Church
19,US,PA,MONROE COUNTY,"PA, MONROE COUNTY","91,591",Church
19,US,PA,MONTGOMERY COUNTY,"PA, MONTGOMERY COUNTY","168,851",Church
19,US,PA,MONTOUR COUNTY,"PA, MONTOUR COUNTY","9,447",Church
