AGPORTID,COUNTRY,State,County Name,"County Name, State",FMRe Exposed TIV by company & county,Company Name
23,US,TN,CAMPBELL COUNTY,"TN, CAMPBELL COUNTY",3,Country Mutual
23,US,OK,CANADIAN COUNTY,"OK, CANADIAN COUNTY",873,Country Mutual
23,US,GA,CANDLER COUNTY,"GA, CANDLER COUNTY",143,Country Mutual
23,US,TN,CANNON COUNTY,"TN, CANNON COUNTY",0,Country Mutual
23,US,ID,CANYON COUNTY,"ID, CANYON COUNTY",282,Country Mutual
23,US,MO,CAPE GIRARDEAU COUNTY,"MO, CAPE GIRARDEAU COUNTY",609,Country Mutual
23,US,NJ,CAPE MAY COUNTY,"NJ, CAPE MAY COUNTY",6,Country Mutual
23,US,PA,CARBON COUNTY,"PA, CARBON COUNTY",20,Country Mutual
23,US,ID,CARIBOU COUNTY,"ID, CARIBOU COUNTY",0,Country Mutual
23,US,MN,CARLTON COUNTY,"MN, CARLTON COUNTY",131,Country Mutual
23,US,VA,CAROLINE COUNTY,"VA, CAROLINE COUNTY",3,Country Mutual
23,US,GA,CARROLL COUNTY,"GA, CARROLL COUNTY","1,356",Country Mutual
23,US,IA,CARROLL COUNTY,"IA, CARROLL COUNTY",16,Country Mutual
23,US,IL,CARROLL COUNTY,"IL, CARROLL COUNTY","5,189",Country Mutual
23,US,IN,CARROLL COUNTY,"IN, CARROLL COUNTY",8,Country Mutual
23,US,MD,CARROLL COUNTY,"MD, CARROLL COUNTY",39,Country Mutual
23,US,MO,CARROLL COUNTY,"MO, CARROLL COUNTY",3,Country Mutual
23,US,NH,CARROLL COUNTY,"NH, CARROLL COUNTY",162,Country Mutual
23,US,TN,CARROLL COUNTY,"TN, CARROLL COUNTY",2,Country Mutual
23,US,NV,CARSON CITY,"NV, CARSON CITY","2,228",Country Mutual
23,US,MO,CARTER COUNTY,"MO, CARTER COUNTY",10,Country Mutual
23,US,OK,CARTER COUNTY,"OK, CARTER COUNTY",14,Country Mutual
23,US,TN,CARTER COUNTY,"TN, CARTER COUNTY",1,Country Mutual
23,US,MN,CARVER COUNTY,"MN, CARVER COUNTY","1,863",Country Mutual
23,US,MT,CASCADE COUNTY,"MT, CASCADE COUNTY",118,Country Mutual
23,US,IA,CASS COUNTY,"IA, CASS COUNTY",24,Country Mutual
23,US,IL,CASS COUNTY,"IL, CASS COUNTY","1,597",Country Mutual
23,US,MI,CASS COUNTY,"MI, CASS COUNTY",14,Country Mutual
23,US,MN,CASS COUNTY,"MN, CASS COUNTY",416,Country Mutual
23,US,MO,CASS COUNTY,"MO, CASS COUNTY","1,259",Country Mutual
23,US,ND,CASS COUNTY,"ND, CASS COUNTY","7,201",Country Mutual
23,US,ID,CASSIA COUNTY,"ID, CASSIA COUNTY",8,Country Mutual
23,US,GA,CATOOSA COUNTY,"GA, CATOOSA COUNTY","1,130",Country Mutual
23,US,NY,CATTARAUGUS COUNTY,"NY, CATTARAUGUS COUNTY",85,Country Mutual
23,US,ND,CAVALIER COUNTY,"ND, CAVALIER COUNTY",3,Country Mutual
23,US,NY,CAYUGA COUNTY,"NY, CAYUGA COUNTY",239,Country Mutual
23,US,IA,CEDAR COUNTY,"IA, CEDAR COUNTY",176,Country Mutual
23,US,MO,CEDAR COUNTY,"MO, CEDAR COUNTY",19,Country Mutual
23,US,PA,CENTRE COUNTY,"PA, CENTRE COUNTY",357,Country Mutual
23,US,IA,CERRO GORDO COUNTY,"IA, CERRO GORDO COUNTY",79,Country Mutual
23,US,CO,CHAFFEE COUNTY,"CO, CHAFFEE COUNTY",133,Country Mutual
23,US,AL,CHAMBERS COUNTY,"AL, CHAMBERS COUNTY","1,148",Country Mutual
23,US,IL,CHAMPAIGN COUNTY,"IL, CHAMPAIGN COUNTY","26,954",Country Mutual
23,US,MO,CHARITON COUNTY,"MO, CHARITON COUNTY",2,Country Mutual
23,US,MD,CHARLES COUNTY,"MD, CHARLES COUNTY",43,Country Mutual
23,US,MI,CHARLEVOIX COUNTY,"MI, CHARLEVOIX COUNTY",56,Country Mutual
23,US,VA,CHARLOTTESVILLE CITY,"VA, CHARLOTTESVILLE CITY",140,Country Mutual
23,US,GA,CHARLTON COUNTY,"GA, CHARLTON COUNTY",151,Country Mutual
23,US,KS,CHASE COUNTY,"KS, CHASE COUNTY",3,Country Mutual
23,US,GA,CHATHAM COUNTY,"GA, CHATHAM COUNTY","11,037",Country Mutual
23,US,GA,CHATTAHOOCHEE COUNTY,"GA, CHATTAHOOCHEE COUNTY",8,Country Mutual
23,US,GA,CHATTOOGA COUNTY,"GA, CHATTOOGA COUNTY",35,Country Mutual
23,US,NY,CHAUTAUQUA COUNTY,"NY, CHAUTAUQUA COUNTY",225,Country Mutual
23,US,TN,CHEATHAM COUNTY,"TN, CHEATHAM COUNTY",77,Country Mutual
23,US,MI,CHEBOYGAN COUNTY,"MI, CHEBOYGAN COUNTY",84,Country Mutual
23,US,WA,CHELAN COUNTY,"WA, CHELAN COUNTY","4,075",Country Mutual
23,US,NY,CHEMUNG COUNTY,"NY, CHEMUNG COUNTY",746,Country Mutual
23,US,NY,CHENANGO COUNTY,"NY, CHENANGO COUNTY",46,Country Mutual
23,US,AL,CHEROKEE COUNTY,"AL, CHEROKEE COUNTY",604,Country Mutual
23,US,GA,CHEROKEE COUNTY,"GA, CHEROKEE COUNTY","4,627",Country Mutual
23,US,IA,CHEROKEE COUNTY,"IA, CHEROKEE COUNTY",12,Country Mutual
23,US,KS,CHEROKEE COUNTY,"KS, CHEROKEE COUNTY",8,Country Mutual
23,US,OK,CHEROKEE COUNTY,"OK, CHEROKEE COUNTY",21,Country Mutual
23,US,NH,CHESHIRE COUNTY,"NH, CHESHIRE COUNTY",123,Country Mutual
23,US,PA,CHESTER COUNTY,"PA, CHESTER COUNTY","2,278",Country Mutual
23,US,TN,CHESTER COUNTY,"TN, CHESTER COUNTY",6,Country Mutual
23,US,VA,CHESTERFIELD COUNTY,"VA, CHESTERFIELD COUNTY",40,Country Mutual
23,US,CO,CHEYENNE COUNTY,"CO, CHEYENNE COUNTY",0,Country Mutual
23,US,KS,CHEYENNE COUNTY,"KS, CHEYENNE COUNTY",2,Country Mutual
23,US,IA,CHICKASAW COUNTY,"IA, CHICKASAW COUNTY",2,Country Mutual
23,US,AL,CHILTON COUNTY,"AL, CHILTON COUNTY","1,159",Country Mutual
23,US,MI,CHIPPEWA COUNTY,"MI, CHIPPEWA COUNTY",22,Country Mutual
23,US,MN,CHIPPEWA COUNTY,"MN, CHIPPEWA COUNTY",138,Country Mutual
23,US,WI,CHIPPEWA COUNTY,"WI, CHIPPEWA COUNTY",79,Country Mutual
23,US,MN,CHISAGO COUNTY,"MN, CHISAGO COUNTY",854,Country Mutual
23,US,VT,CHITTENDEN COUNTY,"VT, CHITTENDEN COUNTY","1,301",Country Mutual
23,US,AL,CHOCTAW COUNTY,"AL, CHOCTAW COUNTY",2,Country Mutual
23,US,OK,CHOCTAW COUNTY,"OK, CHOCTAW COUNTY",0,Country Mutual
23,US,IL,CHRISTIAN COUNTY,"IL, CHRISTIAN COUNTY","5,890",Country Mutual
23,US,KY,CHRISTIAN COUNTY,"KY, CHRISTIAN COUNTY",179,Country Mutual
23,US,MO,CHRISTIAN COUNTY,"MO, CHRISTIAN COUNTY",238,Country Mutual
23,US,NV,CHURCHILL COUNTY,"NV, CHURCHILL COUNTY","2,639",Country Mutual
23,US,NM,CIBOLA COUNTY,"NM, CIBOLA COUNTY",0,Country Mutual
23,US,FL,CITRUS COUNTY,"FL, CITRUS COUNTY",0,Country Mutual
23,US,OR,CLACKAMAS COUNTY,"OR, CLACKAMAS COUNTY","21,297",Country Mutual
23,US,TN,CLAIBORNE COUNTY,"TN, CLAIBORNE COUNTY",46,Country Mutual
23,US,WA,CLALLAM COUNTY,"WA, CLALLAM COUNTY",363,Country Mutual
23,US,MI,CLARE COUNTY,"MI, CLARE COUNTY",121,Country Mutual
23,US,IL,CLARK COUNTY,"IL, CLARK COUNTY","3,803",Country Mutual
23,US,IN,CLARK COUNTY,"IN, CLARK COUNTY",321,Country Mutual
23,US,KS,CLARK COUNTY,"KS, CLARK COUNTY",2,Country Mutual
23,US,KY,CLARK COUNTY,"KY, CLARK COUNTY",130,Country Mutual
23,US,MO,CLARK COUNTY,"MO, CLARK COUNTY",9,Country Mutual
23,US,NV,CLARK COUNTY,"NV, CLARK COUNTY","15,197",Country Mutual
23,US,OH,CLARK COUNTY,"OH, CLARK COUNTY",739,Country Mutual
23,US,WA,CLARK COUNTY,"WA, CLARK COUNTY","18,543",Country Mutual
23,US,WI,CLARK COUNTY,"WI, CLARK COUNTY",38,Country Mutual
23,US,AL,CLARKE COUNTY,"AL, CLARKE COUNTY",3,Country Mutual
23,US,GA,CLARKE COUNTY,"GA, CLARKE COUNTY","1,834",Country Mutual
23,US,IA,CLARKE COUNTY,"IA, CLARKE COUNTY",93,Country Mutual
23,US,OR,CLATSOP COUNTY,"OR, CLATSOP COUNTY","1,316",Country Mutual
23,US,AL,CLAY COUNTY,"AL, CLAY COUNTY",42,Country Mutual
23,US,GA,CLAY COUNTY,"GA, CLAY COUNTY",21,Country Mutual
23,US,IA,CLAY COUNTY,"IA, CLAY COUNTY",8,Country Mutual
23,US,IL,CLAY COUNTY,"IL, CLAY COUNTY","3,845",Country Mutual
23,US,IN,CLAY COUNTY,"IN, CLAY COUNTY",10,Country Mutual
23,US,KS,CLAY COUNTY,"KS, CLAY COUNTY",0,Country Mutual
23,US,KY,CLAY COUNTY,"KY, CLAY COUNTY",16,Country Mutual
23,US,MN,CLAY COUNTY,"MN, CLAY COUNTY","2,288",Country Mutual
23,US,MO,CLAY COUNTY,"MO, CLAY COUNTY","5,203",Country Mutual
23,US,TN,CLAY COUNTY,"TN, CLAY COUNTY",6,Country Mutual
23,US,GA,CLAYTON COUNTY,"GA, CLAYTON COUNTY","1,991",Country Mutual
23,US,IA,CLAYTON COUNTY,"IA, CLAYTON COUNTY",18,Country Mutual
23,US,CO,CLEAR CREEK COUNTY,"CO, CLEAR CREEK COUNTY",198,Country Mutual
23,US,ID,CLEARWATER COUNTY,"ID, CLEARWATER COUNTY",17,Country Mutual
23,US,MN,CLEARWATER COUNTY,"MN, CLEARWATER COUNTY",102,Country Mutual
23,US,AL,CLEBURNE COUNTY,"AL, CLEBURNE COUNTY",57,Country Mutual
23,US,OH,CLERMONT COUNTY,"OH, CLERMONT COUNTY",470,Country Mutual
23,US,OK,CLEVELAND COUNTY,"OK, CLEVELAND COUNTY","1,056",Country Mutual
23,US,GA,CLINCH COUNTY,"GA, CLINCH COUNTY",32,Country Mutual
23,US,IA,CLINTON COUNTY,"IA, CLINTON COUNTY","1,244",Country Mutual
23,US,IL,CLINTON COUNTY,"IL, CLINTON COUNTY","11,386",Country Mutual
23,US,IN,CLINTON COUNTY,"IN, CLINTON COUNTY",5,Country Mutual
23,US,MI,CLINTON COUNTY,"MI, CLINTON COUNTY",62,Country Mutual
23,US,MO,CLINTON COUNTY,"MO, CLINTON COUNTY",142,Country Mutual
23,US,NY,CLINTON COUNTY,"NY, CLINTON COUNTY",194,Country Mutual
23,US,PA,CLINTON COUNTY,"PA, CLINTON COUNTY",342,Country Mutual
23,US,GA,COBB COUNTY,"GA, COBB COUNTY","8,506",Country Mutual
23,US,AZ,COCHISE COUNTY,"AZ, COCHISE COUNTY",569,Country Mutual
23,US,TN,COCKE COUNTY,"TN, COCKE COUNTY",5,Country Mutual
23,US,AZ,COCONINO COUNTY,"AZ, COCONINO COUNTY",526,Country Mutual
23,US,AL,COFFEE COUNTY,"AL, COFFEE COUNTY",923,Country Mutual
23,US,GA,COFFEE COUNTY,"GA, COFFEE COUNTY","1,281",Country Mutual
23,US,TN,COFFEE COUNTY,"TN, COFFEE COUNTY",39,Country Mutual
23,US,KS,COFFEY COUNTY,"KS, COFFEY COUNTY",3,Country Mutual
23,US,AL,COLBERT COUNTY,"AL, COLBERT COUNTY","2,215",Country Mutual
23,US,MO,COLE COUNTY,"MO, COLE COUNTY",255,Country Mutual
23,US,IL,COLES COUNTY,"IL, COLES COUNTY","4,447",Country Mutual
23,US,VA,COLONIAL HEIGHTS CITY,"VA, COLONIAL HEIGHTS CITY",6,Country Mutual
23,US,GA,COLQUITT COUNTY,"GA, COLQUITT COUNTY","1,468",Country Mutual
23,US,GA,COLUMBIA COUNTY,"GA, COLUMBIA COUNTY","1,556",Country Mutual
23,US,NY,COLUMBIA COUNTY,"NY, COLUMBIA COUNTY",91,Country Mutual
23,US,OR,COLUMBIA COUNTY,"OR, COLUMBIA COUNTY","1,917",Country Mutual
23,US,PA,COLUMBIA COUNTY,"PA, COLUMBIA COUNTY",34,Country Mutual
23,US,WA,COLUMBIA COUNTY,"WA, COLUMBIA COUNTY",91,Country Mutual
23,US,WI,COLUMBIA COUNTY,"WI, COLUMBIA COUNTY",482,Country Mutual
23,US,OH,COLUMBIANA COUNTY,"OH, COLUMBIANA COUNTY",12,Country Mutual
23,US,KS,COMANCHE COUNTY,"KS, COMANCHE COUNTY",4,Country Mutual
23,US,OK,COMANCHE COUNTY,"OK, COMANCHE COUNTY",23,Country Mutual
23,US,AL,CONECUH COUNTY,"AL, CONECUH COUNTY",24,Country Mutual
23,US,CO,CONEJOS COUNTY,"CO, CONEJOS COUNTY",4,Country Mutual
23,US,AR,CONWAY COUNTY,"AR, CONWAY COUNTY",34,Country Mutual
23,US,GA,COOK COUNTY,"GA, COOK COUNTY",611,Country Mutual
23,US,IL,COOK COUNTY,"IL, COOK COUNTY","101,516",Country Mutual
23,US,MN,COOK COUNTY,"MN, COOK COUNTY",513,Country Mutual
23,US,MO,COOPER COUNTY,"MO, COOPER COUNTY",62,Country Mutual
23,US,OR,COOS COUNTY,"OR, COOS COUNTY","1,946",Country Mutual
23,US,AL,COOSA COUNTY,"AL, COOSA COUNTY",77,Country Mutual
23,US,TX,CORYELL COUNTY,"TX, CORYELL COUNTY",0,Country Mutual
23,US,OH,COSHOCTON COUNTY,"OH, COSHOCTON COUNTY",57,Country Mutual
23,US,CO,COSTILLA COUNTY,"CO, COSTILLA COUNTY",4,Country Mutual
23,US,OK,COTTON COUNTY,"OK, COTTON COUNTY",3,Country Mutual
23,US,MN,COTTONWOOD COUNTY,"MN, COTTONWOOD COUNTY",5,Country Mutual
23,US,AL,COVINGTON COUNTY,"AL, COVINGTON COUNTY",688,Country Mutual
23,US,GA,COWETA COUNTY,"GA, COWETA COUNTY","3,379",Country Mutual
23,US,KS,COWLEY COUNTY,"KS, COWLEY COUNTY",18,Country Mutual
23,US,WA,COWLITZ COUNTY,"WA, COWLITZ COUNTY","2,448",Country Mutual
23,US,OK,CRAIG COUNTY,"OK, CRAIG COUNTY",7,Country Mutual
23,US,AR,CRAIGHEAD COUNTY,"AR, CRAIGHEAD COUNTY",82,Country Mutual
23,US,AR,CRAWFORD COUNTY,"AR, CRAWFORD COUNTY",107,Country Mutual
23,US,GA,CRAWFORD COUNTY,"GA, CRAWFORD COUNTY",140,Country Mutual
23,US,IA,CRAWFORD COUNTY,"IA, CRAWFORD COUNTY",5,Country Mutual
23,US,IL,CRAWFORD COUNTY,"IL, CRAWFORD COUNTY","5,393",Country Mutual
23,US,IN,CRAWFORD COUNTY,"IN, CRAWFORD COUNTY",4,Country Mutual
23,US,KS,CRAWFORD COUNTY,"KS, CRAWFORD COUNTY",13,Country Mutual
23,US,MI,CRAWFORD COUNTY,"MI, CRAWFORD COUNTY",28,Country Mutual
23,US,MO,CRAWFORD COUNTY,"MO, CRAWFORD COUNTY",40,Country Mutual
23,US,WI,CRAWFORD COUNTY,"WI, CRAWFORD COUNTY",37,Country Mutual
23,US,OK,CREEK COUNTY,"OK, CREEK COUNTY",304,Country Mutual
23,US,AL,CRENSHAW COUNTY,"AL, CRENSHAW COUNTY",50,Country Mutual
23,US,GA,CRISP COUNTY,"GA, CRISP COUNTY","1,346",Country Mutual
23,US,AR,CRITTENDEN COUNTY,"AR, CRITTENDEN COUNTY",234,Country Mutual
23,US,TN,CROCKETT COUNTY,"TN, CROCKETT COUNTY",1,Country Mutual
23,US,OR,CROOK COUNTY,"OR, CROOK COUNTY","1,953",Country Mutual
23,US,AR,CROSS COUNTY,"AR, CROSS COUNTY",28,Country Mutual
23,US,MN,CROW WING COUNTY,"MN, CROW WING COUNTY",802,Country Mutual
23,US,CO,CROWLEY COUNTY,"CO, CROWLEY COUNTY",3,Country Mutual
23,US,AL,CULLMAN COUNTY,"AL, CULLMAN COUNTY","2,392",Country Mutual
23,US,IL,CUMBERLAND COUNTY,"IL, CUMBERLAND COUNTY","2,753",Country Mutual
23,US,ME,CUMBERLAND COUNTY,"ME, CUMBERLAND COUNTY",205,Country Mutual
23,US,NC,CUMBERLAND COUNTY,"NC, CUMBERLAND COUNTY",0,Country Mutual
23,US,NJ,CUMBERLAND COUNTY,"NJ, CUMBERLAND COUNTY",112,Country Mutual
23,US,PA,CUMBERLAND COUNTY,"PA, CUMBERLAND COUNTY",341,Country Mutual
23,US,TN,CUMBERLAND COUNTY,"TN, CUMBERLAND COUNTY",396,Country Mutual
23,US,OR,CURRY COUNTY,"OR, CURRY COUNTY",443,Country Mutual
23,US,CO,CUSTER COUNTY,"CO, CUSTER COUNTY",14,Country Mutual
23,US,ID,CUSTER COUNTY,"ID, CUSTER COUNTY",4,Country Mutual
23,US,OK,CUSTER COUNTY,"OK, CUSTER COUNTY",2,Country Mutual
23,US,OH,CUYAHOGA COUNTY,"OH, CUYAHOGA COUNTY",508,Country Mutual
23,US,GA,DADE COUNTY,"GA, DADE COUNTY",45,Country Mutual
23,US,MO,DADE COUNTY,"MO, DADE COUNTY",2,Country Mutual
23,US,MN,DAKOTA COUNTY,"MN, DAKOTA COUNTY","11,509",Country Mutual
23,US,AL,DALE COUNTY,"AL, DALE COUNTY",866,Country Mutual
23,US,AL,DALLAS COUNTY,"AL, DALLAS COUNTY",97,Country Mutual
23,US,IA,DALLAS COUNTY,"IA, DALLAS COUNTY","1,432",Country Mutual
23,US,MO,DALLAS COUNTY,"MO, DALLAS COUNTY",8,Country Mutual
23,US,WI,DANE COUNTY,"WI, DANE COUNTY","5,991",Country Mutual
23,US,PA,DAUPHIN COUNTY,"PA, DAUPHIN COUNTY",203,Country Mutual
23,US,TN,DAVIDSON COUNTY,"TN, DAVIDSON COUNTY","6,535",Country Mutual
23,US,IN,DAVIESS COUNTY,"IN, DAVIESS COUNTY",2,Country Mutual
23,US,KY,DAVIESS COUNTY,"KY, DAVIESS COUNTY",186,Country Mutual
23,US,MO,DAVIESS COUNTY,"MO, DAVIESS COUNTY",23,Country Mutual
23,US,IA,DAVIS COUNTY,"IA, DAVIS COUNTY",26,Country Mutual
23,US,UT,DAVIS COUNTY,"UT, DAVIS COUNTY",104,Country Mutual
23,US,GA,DAWSON COUNTY,"GA, DAWSON COUNTY",810,Country Mutual
23,US,IL,DE WITT COUNTY,"IL, DE WITT COUNTY","4,567",Country Mutual
23,US,IN,DEARBORN COUNTY,"IN, DEARBORN COUNTY",5,Country Mutual
23,US,GA,DECATUR COUNTY,"GA, DECATUR COUNTY","1,277",Country Mutual
23,US,IA,DECATUR COUNTY,"IA, DECATUR COUNTY",12,Country Mutual
23,US,IN,DECATUR COUNTY,"IN, DECATUR COUNTY",2,Country Mutual
23,US,KS,DECATUR COUNTY,"KS, DECATUR COUNTY",3,Country Mutual
23,US,TN,DECATUR COUNTY,"TN, DECATUR COUNTY",3,Country Mutual
23,US,AL,DEKALB COUNTY,"AL, DEKALB COUNTY","2,398",Country Mutual
23,US,GA,DEKALB COUNTY,"GA, DEKALB COUNTY","5,826",Country Mutual
23,US,IL,DEKALB COUNTY,"IL, DEKALB COUNTY","16,467",Country Mutual
23,US,IN,DEKALB COUNTY,"IN, DEKALB COUNTY",0,Country Mutual
23,US,MO,DEKALB COUNTY,"MO, DEKALB COUNTY",1,Country Mutual
23,US,TN,DEKALB COUNTY,"TN, DEKALB COUNTY",54,Country Mutual
23,US,IA,DELAWARE COUNTY,"IA, DELAWARE COUNTY",24,Country Mutual
23,US,IN,DELAWARE COUNTY,"IN, DELAWARE COUNTY",13,Country Mutual
23,US,OH,DELAWARE COUNTY,"OH, DELAWARE COUNTY","1,590",Country Mutual
23,US,OK,DELAWARE COUNTY,"OK, DELAWARE COUNTY",103,Country Mutual
23,US,PA,DELAWARE COUNTY,"PA, DELAWARE COUNTY","2,764",Country Mutual
23,US,CO,DELTA COUNTY,"CO, DELTA COUNTY",21,Country Mutual
23,US,AK,DENALI BOROUGH,"AK, DENALI BOROUGH",149,Country Mutual
23,US,MO,DENT COUNTY,"MO, DENT COUNTY",9,Country Mutual
23,US,CO,DENVER COUNTY,"CO, DENVER COUNTY","4,888",Country Mutual
23,US,IA,DES MOINES COUNTY,"IA, DES MOINES COUNTY",231,Country Mutual
23,US,OR,DESCHUTES COUNTY,"OR, DESCHUTES COUNTY","19,353",Country Mutual
23,US,OK,DEWEY COUNTY,"OK, DEWEY COUNTY",3,Country Mutual
23,US,ND,DICKEY COUNTY,"ND, DICKEY COUNTY",25,Country Mutual
23,US,IA,DICKINSON COUNTY,"IA, DICKINSON COUNTY",103,Country Mutual
23,US,KS,DICKINSON COUNTY,"KS, DICKINSON COUNTY",8,Country Mutual
23,US,MI,DICKINSON COUNTY,"MI, DICKINSON COUNTY",20,Country Mutual
23,US,TN,DICKSON COUNTY,"TN, DICKSON COUNTY",33,Country Mutual
23,US,AK,DILLINGHAM CENSUS AREA,"AK, DILLINGHAM CENSUS AREA",60,Country Mutual
23,US,SC,DILLON COUNTY,"SC, DILLON COUNTY",11,Country Mutual
23,US,ND,DIVIDE COUNTY,"ND, DIVIDE COUNTY",0,Country Mutual
23,US,GA,DODGE COUNTY,"GA, DODGE COUNTY",118,Country Mutual
23,US,MN,DODGE COUNTY,"MN, DODGE COUNTY",270,Country Mutual
23,US,WI,DODGE COUNTY,"WI, DODGE COUNTY",828,Country Mutual
23,US,CO,DOLORES COUNTY,"CO, DOLORES COUNTY",2,Country Mutual
23,US,KS,DONIPHAN COUNTY,"KS, DONIPHAN COUNTY",5,Country Mutual
23,US,GA,DOOLY COUNTY,"GA, DOOLY COUNTY",514,Country Mutual
23,US,WI,DOOR COUNTY,"WI, DOOR COUNTY",270,Country Mutual
23,US,GA,DOUGHERTY COUNTY,"GA, DOUGHERTY COUNTY","1,029",Country Mutual
23,US,CO,DOUGLAS COUNTY,"CO, DOUGLAS COUNTY","5,386",Country Mutual
23,US,GA,DOUGLAS COUNTY,"GA, DOUGLAS COUNTY","1,232",Country Mutual
23,US,IL,DOUGLAS COUNTY,"IL, DOUGLAS COUNTY","2,841",Country Mutual
23,US,KS,DOUGLAS COUNTY,"KS, DOUGLAS COUNTY",301,Country Mutual
23,US,MN,DOUGLAS COUNTY,"MN, DOUGLAS COUNTY",512,Country Mutual
23,US,MO,DOUGLAS COUNTY,"MO, DOUGLAS COUNTY",5,Country Mutual
23,US,NV,DOUGLAS COUNTY,"NV, DOUGLAS COUNTY","3,525",Country Mutual
23,US,OR,DOUGLAS COUNTY,"OR, DOUGLAS COUNTY","5,247",Country Mutual
23,US,WA,DOUGLAS COUNTY,"WA, DOUGLAS COUNTY","1,955",Country Mutual
23,US,WI,DOUGLAS COUNTY,"WI, DOUGLAS COUNTY",153,Country Mutual
23,US,AR,DREW COUNTY,"AR, DREW COUNTY",43,Country Mutual
23,US,IA,DUBUQUE COUNTY,"IA, DUBUQUE COUNTY",407,Country Mutual
23,US,MA,DUKES COUNTY,"MA, DUKES COUNTY",5,Country Mutual
23,US,MO,DUNKLIN COUNTY,"MO, DUNKLIN COUNTY",23,Country Mutual
23,US,ND,DUNN COUNTY,"ND, DUNN COUNTY",14,Country Mutual
23,US,WI,DUNN COUNTY,"WI, DUNN COUNTY",72,Country Mutual
23,US,IL,DUPAGE COUNTY,"IL, DUPAGE COUNTY","42,367",Country Mutual
23,US,NY,DUTCHESS COUNTY,"NY, DUTCHESS COUNTY","1,152",Country Mutual
23,US,FL,DUVAL COUNTY,"FL, DUVAL COUNTY",0,Country Mutual
23,US,TN,DYER COUNTY,"TN, DYER COUNTY",23,Country Mutual
23,US,CO,EAGLE COUNTY,"CO, EAGLE COUNTY",265,Country Mutual
23,US,GA,EARLY COUNTY,"GA, EARLY COUNTY",83,Country Mutual
23,US,MI,EATON COUNTY,"MI, EATON COUNTY",172,Country Mutual
23,US,WI,EAU CLAIRE COUNTY,"WI, EAU CLAIRE COUNTY",293,Country Mutual
23,US,GA,ECHOLS COUNTY,"GA, ECHOLS COUNTY",33,Country Mutual
23,US,ND,EDDY COUNTY,"ND, EDDY COUNTY",21,Country Mutual
23,US,IL,EDGAR COUNTY,"IL, EDGAR COUNTY","3,965",Country Mutual
23,US,IL,EDWARDS COUNTY,"IL, EDWARDS COUNTY","2,529",Country Mutual
23,US,KS,EDWARDS COUNTY,"KS, EDWARDS COUNTY",1,Country Mutual
23,US,GA,EFFINGHAM COUNTY,"GA, EFFINGHAM COUNTY","3,322",Country Mutual
23,US,IL,EFFINGHAM COUNTY,"IL, EFFINGHAM COUNTY","12,218",Country Mutual
23,US,CO,EL PASO COUNTY,"CO, EL PASO COUNTY","5,807",Country Mutual
23,US,TX,EL PASO COUNTY,"TX, EL PASO COUNTY",0,Country Mutual
23,US,CO,ELBERT COUNTY,"CO, ELBERT COUNTY",425,Country Mutual
23,US,GA,ELBERT COUNTY,"GA, ELBERT COUNTY",236,Country Mutual
23,US,IN,ELKHART COUNTY,"IN, ELKHART COUNTY",22,Country Mutual
23,US,NV,ELKO COUNTY,"NV, ELKO COUNTY","3,013",Country Mutual
23,US,KS,ELLIS COUNTY,"KS, ELLIS COUNTY",14,Country Mutual
23,US,OK,ELLIS COUNTY,"OK, ELLIS COUNTY",1,Country Mutual
23,US,AL,ELMORE COUNTY,"AL, ELMORE COUNTY","1,549",Country Mutual
23,US,ID,ELMORE COUNTY,"ID, ELMORE COUNTY",20,Country Mutual
23,US,GA,EMANUEL COUNTY,"GA, EMANUEL COUNTY",172,Country Mutual
23,US,IA,EMMET COUNTY,"IA, EMMET COUNTY",6,Country Mutual
23,US,MI,EMMET COUNTY,"MI, EMMET COUNTY",159,Country Mutual
23,US,ND,EMMONS COUNTY,"ND, EMMONS COUNTY",7,Country Mutual
23,US,NY,ERIE COUNTY,"NY, ERIE COUNTY","6,633",Country Mutual
23,US,OH,ERIE COUNTY,"OH, ERIE COUNTY",73,Country Mutual
23,US,PA,ERIE COUNTY,"PA, ERIE COUNTY",371,Country Mutual
23,US,AL,ESCAMBIA COUNTY,"AL, ESCAMBIA COUNTY",6,Country Mutual
23,US,NV,ESMERALDA COUNTY,"NV, ESMERALDA COUNTY",69,Country Mutual
23,US,MA,ESSEX COUNTY,"MA, ESSEX COUNTY","1,675",Country Mutual
23,US,NJ,ESSEX COUNTY,"NJ, ESSEX COUNTY",356,Country Mutual
23,US,NY,ESSEX COUNTY,"NY, ESSEX COUNTY",19,Country Mutual
23,US,AL,ETOWAH COUNTY,"AL, ETOWAH COUNTY","1,742",Country Mutual
23,US,NV,EUREKA COUNTY,"NV, EUREKA COUNTY",171,Country Mutual
23,US,GA,EVANS COUNTY,"GA, EVANS COUNTY",89,Country Mutual
23,US,AK,FAIRBANKS NORTH STAR BOROUGH,"AK, FAIRBANKS NORTH STAR BOROUGH","4,693",Country Mutual
23,US,VA,FAIRFAX CITY,"VA, FAIRFAX CITY",93,Country Mutual
23,US,VA,FAIRFAX COUNTY,"VA, FAIRFAX COUNTY","3,208",Country Mutual
23,US,CT,FAIRFIELD COUNTY,"CT, FAIRFIELD COUNTY","1,376",Country Mutual
23,US,OH,FAIRFIELD COUNTY,"OH, FAIRFIELD COUNTY",705,Country Mutual
